source,doi,article,authors,year,genus,species,organism.group,life.stage,invitro.invivo,exposure.route,leachate.only,fed,polymer,mix,functional.group,shape,size.category,size.mm,size.min.mm,size.max.mm,type,environment,negative.control,positive.control,dose.particles.mL,dose.particles.mL.min,dose.particles.mL.max,dose.mg.L,dose.mg.kg.sed,dose.mg.kg.food,dose.particles.kg.food,dose.particles.kg.food.min,dose.particles.kg.food.max,dose.percent.sed,dose.particles.m2,dose.mg.m2,dose.percent.food,dose.particles.kg.sed,chem.add,chem.add.dose.mg.L,chem.exp.typ,exposure.duration.d,effect,lvl1,lvl2,lvl3,target.cell.tissue,bio.org,stat.clarity,treatments,replicates,size.valid,shape.valid,polymer.valid,source_1,contaminant.screen,sol.rinse,background.plastics,con.valid,homo.mix,exposure.valid,weather.biofoul,log_dose.mg.L,log_dose.particles.mL,effect_f,Conc,Species,Group
"Koelmans,Rochman",10.1016/j.envpol.2017.10.015,85,Bhattacharya,2013,Abra,striata,Crustacea,Early,invitro,food,N,N,PP,N,NH2,cube,4,0.131,0.006,0.5361,Lab,Marine,N,N,7,340000,540000,0.4,400000,300,3333.3333333333,25000000,35000000,0.2,5200,0.5,4,93000000,pyrene,18.9,co.exp,0.125,N,behavioral.sense.neuro,intestinal.permeability,settling.rate,serum,subcell,Clear,5,20,N,N,N,lab,N,N,N,N,N,N,N,-0.397940008672038,0.845098040014257,Y,0.4,Daphnia galeata,Rotifera
"Koelmans,Rochman,Jacob",10.1016/j.envpol.2017.10.095,86,Blarer.BurkhardtHom,2014,Acanthochromis,subcapitata,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PS,Y,SO3,fiber,5,0.1368,0.00656,0.6,Mesocosm,Terrestrial,Y,Y,7.3,680000,1100000,0.44,450000,500,40000,25000000,35000000,0.5,5220,1,10,232500000,triclosan,28.4,sorbed,0.16,Y,circulatory.respiratory,kidney.histo,sex.ratio,whole.body,tissue,Unclear,6,24,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,-0.356547323513813,0.863322860120456,N,0.44,Daphnia magna,(Missing)
Rochman,10.1016/j.envpol.2017.11.014,87,Bour,2015,Acartia,temminckii,Fish,Adult,invitro,sediment,N,N,PUR,n,COOH,fragment,1,0.137,0.008,0.6016,Field,Freshwater,N,N,7.844,39000000,25000000000,0.5,600000,496000,100000000,25000000,35000000,0.74,156700,5,30,94,bap,0.0002,co.exp,0.25,N,community,lipid.metabolism,sexual.maturity,blood,cell,Clear,7,1,N,N,N,commercial,N,N,N,N,N,N,N,-0.301029995663981,0.894537584995746,Y,0.5,Daphnia pulex,Algae
"Rochman,Jacob",10.1016/j.envpol.2017.11.029,88,Browne,2016,Acipenser,tenuis,Insect,Early,invivo,water,Y,Y,PVC,N,NH2,sphere,2,0.157,0.0087,0.704,Lab,Marine,Y,Y,8.4,78000000,50000000000,0.55,1,1084000,1000000000,25000000,35000000,1,261200,10,70,940,bpa,0.001,sorbed,0.333,Y,fitness,liver.histo,sgst.mrnaexpression,brain,organism,Unclear,10,2,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,-0.259637310505756,0.924279286061882,N,0.55,Diatoms NA,Annelida
Jacob,10.1016/j.envpol.2017.11.040,89,Bruck.Ford,2017,Acropora,terrestris,Mollusca,Juveniles,invitro,food,N,N,BIO,Y,SO3,cube,3,0.165,0.01,0.707,Mesocosm,Terrestrial,N,N,8.6,1600000000,100000000000,0.69,10,0.0009,0.000012,25000000,35000000,2,365700,0.5,0.01,2350,cefalexin,0.002,co.exp,0.5,N,immune,liver.kidney.products,shell.growth,coelomocytes,population,Clear,1,3,N,N,N,N,N,N,N,N,N,N,N,-0.161150909262745,0.934498451243568,Y,0.69,Dicentrachus labrax,Bacterium
Koelmans,10.1016/j.envpol.2017.12.082,90,Canesi,2018,Amphibalanus,tertiolecta,Nematoda,Adult,invivo,maternal.transfer,Y,Y,EVA,n,COOH,fiber,4,0.169,0.011,0.95,Field,Freshwater,Y,Y,10,3100000000,200000000000,0.736,25,0.009,0.00002,25000000,35000000,3.8,522400,1,0.1,110000,chromium,0.01,sorbed,1,Y,metabolism,locomotion,shell.length,digestive.tract,subcell,Unclear,2,4,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,-0.133122185662501,1,N,0.736,Dicentrarchus labrax,Cnidaria
"Koelmans,Jacob",10.1016/j.envpol.2017.12.088,91,Caniff.Hoang,2019,Arenicola,transmontanus,Plant,Early,invitro,sediment,N,N,LTX,N,NH2,fragment,5,0.172,0.01148,1,Lab,Marine,N,N,11.2,6200000000,400000000000,0.8,50,0.099,0.00012,25000000,35000000,5,1044800,5,0.3,2400000,copper,0.016,co.exp,2,N,microbiome,mortality,size,embryo,tissue,Clear,3,5,N,N,N,lab,N,N,N,N,N,N,N,-0.0969100130080564,1.04921802267018,Y,0.8,Dreissena polymorpha,Crustacea
"Koelmans,Rochman",10.1016/j.envpol.2018.02.006,92,Capolupo,2020,Artemia,triquetra,Rotifera,Juveniles,invivo,water,Y,Y,PA,Y,SO3,sphere,1,0.1755,0.012,1.175,Mesocosm,Terrestrial,Y,Y,12.48,12000000000,800000000000,0.88,62.5,100,0.00035,25000000,35000000,7,26800000,10,0.4,9300000,ee2,0.02,sorbed,3,Y,stress,nervous.system,Size,gall.bladder,cell,Unclear,4,6,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,-0.0555173278498314,1.09621458534641,N,0.88,Dunaliella salina,Echinoderm
"Koelmans,Rochman,Jacob",10.1016/j.envpol.2018.03.001,93,Caruso,2008,Asellus,variegatus,Algae,Adult,invitro,food,N,N,PC,n,COOH,cube,2,0.1783,0.014,1.4,Field,Freshwater,N,N,14,21000,34000,1,125,300,3333.3333333333,25000000,35000000,7.4,500,0.5,4,24000000,mercury,0.020225,co.exp,4,N,alimentary.excretory,oxidative.stress,sod.activity,gills,organism,Clear,5,7,N,N,N,commercial,N,N,N,N,N,N,N,0,1.14612803567824,Y,1,Dunaliella tertiolecta,Fish
Rochman,10.1016/j.envpol.2018.04.069,94,Cedervall,2010,Atactodea,verrucosa,Annelida,Early,invivo,maternal.transfer,Y,Y,PE,N,NH2,fiber,3,0.179,0.015,2,Lab,Marine,Y,Y,16,43000,68000,1.25,250,500,40000,25000000,35000000,28,2600,1,10,60000000,nickel,0.04,sorbed,5,Y,behavioral.sense.neuro,photosynthesis,sod.mrnaexpression,gonad,population,Unclear,6,8,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.0969100130080564,1.20411998265592,N,1.25,Echinogammarus marinus,Insect
"Rochman,Jacob",10.1016/j.envpol.2018.06.035,95,Chae,2011,Barbodes,viridis,Bacterium,Juveniles,invitro,sediment,N,N,PET,Y,SO3,fragment,4,0.183,0.01798,2.5,Mesocosm,Terrestrial,N,N,17,85000,130000,1.47,500,496000,100000000,25000000,35000000,45,2610,5,30,93000000,nonylphenol,0.08,co.exp,6,N,circulatory.respiratory,proteobacteria,sod1.mrnaexpression,granulocyte,subcell,Clear,7,9,N,N,N,N,N,N,N,N,N,N,N,0.167317334748176,1.23044892137827,Y,1.47,Eisenia andrei,Mollusca
Jacob,10.1016/j.envpol.2018.08.045,96,Chapron,2012,Bathygobius,vulgaris,Cnidaria,Adult,invivo,water,Y,Y,PI,n,COOH,sphere,5,0.1831,0.0187,5,Field,Freshwater,Y,Y,20,170000,270000,1.6,1000,1084000,1000000000,25000000,35000000,60,5200,10,70,232500000,paraquat,0.1,sorbed,7,Y,community,reproduction,sod3.mrnaexpression,haemocytes,tissue,Unclear,10,10,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.204119982655925,1.30102999566398,N,1.6,Ennucula tenuis,Nematoda
Koelmans,10.1016/j.envpol.2018.08.084,97,Chen,2013,Brachionus,aibuhitensis,Crustacea,Early,invitro,food,N,N,PLA,N,NH2,cube,1,0.198,0.02,0.004,Lab,Marine,N,N,21,340000,540000,1.8,1250,0.0009,0.000012,25000000,35000000,0.005,5220,0.5,0.01,94,pbde47,0.126,co.exp,8,N,fitness,respiration,sodium.con,haemolymph,cell,Clear,1,11,N,N,N,lab,N,N,N,N,N,N,N,0.255272505103306,1.32221929473392,Y,1.8,Eriocheir sinensis,Plant
"Koelmans,Jacob",10.1016/j.envpol.2018.10.024,98,Choi,2014,Caenorhabditis,alkaliphila,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PMMA,Y,SO3,fiber,2,0.204,0.025,0.005,Mesocosm,Terrestrial,Y,Y,22.5,680000,1100000,2,2500,0.009,0.00002,25000000,35000000,0.02,156700,1,0.1,940,pcb,0.16,sorbed,9,Y,immune,sexhormones,species.diversity,head,organism,Unclear,2,12,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.301029995663981,1.35218251811136,N,2,Gammarus duebeni,Rotifera
"Koelmans,Rochman",10.1016/j.envpol.2018.11.038,99,Cole,2015,Calanus,amphitrite,Fish,Adult,invitro,sediment,N,N,PP,n,COOH,fragment,3,0.209,0.03,0.006,Field,Freshwater,N,N,27.11,39000000,25000000000,2.5,5000,0.099,0.00012,25000000,35000000,0.05,261200,5,0.3,2350,phenanthrene,0.2,co.exp,10,N,metabolism,shoaling,species.richness,head.kidney.leuk,population,Clear,3,15,N,N,N,commercial,N,N,N,N,N,N,N,0.397940008672038,1.43312951758049,Y,2.5,Gammarus fossarum,(Missing)
"Koelmans,Rochman,Jacob",10.1016/j.envpol.2019.01.114,100,Cole.Galloway,2016,Carassius,andrei,Insect,Early,invivo,water,Y,Y,PS,N,NH2,sphere,4,0.23,0.032,0.0085,Lab,Marine,Y,Y,30,78000000,50000000000,2.6,10000,100,0.00035,25000000,35000000,0.074,365700,10,0.4,110000,pyrene,0.252,sorbed,11,Y,microbiome,stress,sperm.velocity,heart,subcell,Unclear,4,20,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.414973347970818,1.47712125471966,N,2.6,Gammarus pulex,Algae
Rochman,10.1016/j.envpol.2019.03.085,101,Critchell.Hoogenboom,2017,Carcinus,antipodarum,Mollusca,Juveniles,invitro,food,N,N,PUR,Y,SO3,cube,5,0.236,0.038,0.01,Mesocosm,Terrestrial,N,N,33,1600000000,100000000000,2.8,20000,300,3333.3333333333,25000000,35000000,0.2,522400,0.5,4,2400000,triclosan,0.32,co.exp,12,N,stress,vision.system,srebp1a.mrnaexpression,hyalinocyte,tissue,Clear,5,24,N,N,N,N,N,N,N,N,N,N,N,0.447158031342219,1.51851393987789,Y,2.8,Halomonas alkaliphila,Annelida
"Rochman,Jacob",10.1016/j.envpol.2019.04.142,102,Cui,2018,Ceriodaphnia,aquaticus,Nematoda,Adult,invivo,maternal.transfer,Y,Y,PVC,n,COOH,fiber,1,0.2479,0.04,0.012,Field,Freshwater,Y,Y,34,3100000000,200000000000,3,50000,500,40000,25000000,35000000,0.5,1044800,1,10,9300000,bap,0.4,sorbed,14,Y,alimentary.excretory,abundance,surface.area,jaw,cell,Unclear,6,1,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.477121254719662,1.53147891704226,N,3,Hediste diversicolor,Bacterium
Jacob,10.1016/j.envpol.2019.113074,103,Davarpahah.Guilhermino,2019,Chaetoceros,attenuata,Plant,Early,invitro,sediment,N,N,BIO,N,NH2,fragment,2,0.264,0.062,0.013,Lab,Marine,N,N,40,6200000000,400000000000,3.2,70000,496000,100000000,25000000,35000000,0.74,26800000,5,30,24000000,bpa,0.64,co.exp,20,N,behavioral.sense.neuro,actinobacteria,swim.distance,kidney,organism,Clear,7,2,N,N,N,lab,N,N,N,N,N,N,N,0.505149978319906,1.60205999132796,Y,3.2,Heliopora coerulea,Cnidaria
Koelmans,10.1016/j.envpol.2019.113259,104,DellaTorre,2020,Chironomus,aurata,Rotifera,Juveniles,invivo,water,Y,Y,EVA,Y,SO3,sphere,3,0.28,0.063,0.015,Mesocosm,Terrestrial,Y,Y,42.9,12000000000,800000000000,3.5,100000,1084000,1000000000,25000000,35000000,1,500,10,70,60000000,cefalexin,1,sorbed,21,Y,circulatory.respiratory,aggressivity,swim.speed,kidney.neutrophil,population,Unclear,10,3,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.544068044350276,1.63245729218472,N,3.5,Heterocapsa triquetra,Crustacea
"Koelmans,Jacob",10.1016/j.envres.2016.07.024,105,deSa,2008,Chlamydomas,auratus,Algae,Adult,invitro,food,N,N,LTX,n,COOH,cube,4,0.287,0.065,0.0176,Field,Freshwater,N,N,45,21000,34000,4,200000,0.0009,0.000012,25000000,35000000,2,2600,0.5,0.01,93000000,chromium,1.3,co.exp,24,N,community,ammonia.excretion,swimbladder.inflation,leaf,subcell,Clear,1,4,N,N,N,commercial,N,N,N,N,N,N,N,0.602059991327962,1.65321251377534,Y,4,Hyalella azteca,Echinoderm
"Koelmans,Rochman",10.1016/j.envres.2017.12.019,106,Detree.GallardoEscarate,2010,Chlamydomonas,azteca,Annelida,Early,invivo,maternal.transfer,Y,Y,PA,N,NH2,fiber,5,0.5,0.068,0.02,Lab,Marine,Y,Y,50,43000,68000,4.1,280000,0.009,0.00002,25000000,35000000,3.8,2610,1,0.1,232500000,copper,1.8,sorbed,28,Y,fitness,bacteriodetes,synapsin.mrnaexpression,liver,tissue,Unclear,2,5,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.612783856719735,1.69897000433602,N,4.1,Hydra attenuata,Fish
"Koelmans,Rochman,Jacob",10.1016/j.fsi.2017.07.006,107,Ding,2011,Chlorella,calcarifer,Bacterium,Juveniles,invitro,sediment,N,N,PC,Y,SO3,fragment,1,0.7,0.08,0.025,Mesocosm,Terrestrial,N,N,54,85000,130000,4.2,300000,0.099,0.00012,25000000,35000000,5,5200,5,0.3,94,ee2,2,co.exp,30,N,immune,blood,taxa.num,mantle,cell,Clear,3,6,N,N,N,N,N,N,N,N,N,N,N,0.6232492903979,1.73239375982297,Y,4.2,Idotea emarginata,Insect
Rochman,10.1016/j.jhazmat.2018.07.101,108,Espinosa,2012,Clarias,carassius,Cnidaria,Adult,invivo,water,Y,Y,PE,n,COOH,sphere,2,0.75,0.09,0.032,Field,Freshwater,Y,Y,60,170000,270000,5,400000,100,0.00035,25000000,35000000,7,5220,10,0.4,940,mercury,2.5,sorbed,31,Y,metabolism,body.condition,tgfb.mrnaexpression,muscle,organism,Unclear,4,7,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.698970004336019,1.77815125038364,N,5,Karenia mikimotoi,Mollusca
"Rochman,Jacob",10.1016/j.jhazmat.2018.07.110,109,Ferrerira,2013,Corbicula,carpio,Crustacea,Early,invitro,food,N,N,PET,N,NH2,cube,3,0.8,0.1,0.038,Lab,Marine,N,N,67,340000,540000,6,450000,300,3333.3333333333,25000000,35000000,7.4,156700,0.5,4,2350,nickel,3,co.exp,35,N,microbiome,boldness,thiol.con,plasma,population,Clear,5,8,N,N,N,lab,N,N,N,N,N,N,N,0.778151250383644,1.82607480270083,Y,6,Lates calcarifer,Nematoda
Jacob,10.1016/j.jhazmat.2019.04.039,110,Fonte,2014,Crassostrea,cavernosa,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PI,Y,SO3,fiber,4,1,0.125,0.04,Mesocosm,Terrestrial,Y,Y,68,680000,1100000,6.5,600000,500,40000,25000000,35000000,28,261200,1,10,110000,nonylphenol,3.9,sorbed,36,Y,stress,brain.histo,thrombocyte.con,root,subcell,Unclear,6,9,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.812913356642856,1.83250891270624,N,6.5,Lemna minor,Plant
Koelmans,10.1016/j.jhazmat.2019.120861,111,Franzellitti,2015,Crepidula,chuii,Fish,Adult,invitro,sediment,N,N,PLA,n,COOH,fragment,5,2.5,0.15,0.045,Field,Freshwater,N,N,70,39000000,25000000000,7,1,496000,100000000,25000000,35000000,45,365700,5,30,2400000,paraquat,4,co.exp,39,N,alimentary.excretory,burrowing,time.to.hatch,serum,tissue,Clear,7,10,N,N,N,commercial,N,N,N,N,N,N,N,0.845098040014257,1.84509804001426,Y,7,Lophelia pertusa,Rotifera
"Koelmans,Jacob",10.1016/j.marenvres.2015.06.008,112,Frydkejar,2016,Cyanobacteria,clausi,Insect,Early,invivo,water,Y,Y,PMMA,N,NH2,sphere,1,3,0.18,0.05,Lab,Marine,Y,Y,75,78000000,50000000000,8,10,1084000,1000000000,25000000,35000000,60,522400,10,70,9300000,pbde47,5,sorbed,42,Y,behavioral.sense.neuro,carb.metabolism,time.to.maturation,whole.body,cell,Unclear,10,11,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.903089986991944,1.8750612633917,N,8,Lumbribulus variegatus,(Missing)
"Koelmans,Rochman",10.1016/j.marenvres.2015.09.009,113,Gambardella,2017,Cyprinodon,coerulea,Mollusca,Juveniles,invitro,food,N,N,PP,Y,SO3,cube,2,0.00002,0.25,0.063,Mesocosm,Terrestrial,N,N,90,1600000000,100000000000,8.96,25,0.0009,0.000012,25000000,35000000,0.005,1044800,0.5,0.01,24000000,pcb,8,co.exp,44,N,circulatory.respiratory,chemokines.cytokines,time.to.nauplius,blood,organism,Clear,1,12,N,N,N,N,N,N,N,N,N,N,N,0.952308009662125,1.95424250943932,Y,8.96,Lumbricus terrestris,Algae
"Koelmans,Rochman,Jacob",10.1016/j.marpolbul.2014.12.050,114,Gardon,2018,Cyprinus,corneum,Nematoda,Adult,invivo,maternal.transfer,Y,Y,PS,n,COOH,fiber,3,0.000024,0.42,0.064,Field,Freshwater,Y,Y,100,3100000000,200000000000,9.14,50,0.009,0.00002,25000000,35000000,0.02,26800000,1,0.1,60000000,phenanthrene,10,sorbed,45,Y,community,circulatory,time.to.offspring,brain,population,Unclear,2,15,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.960946195733831,2,N,9.14,Lytechinus variegatus,Annelida
Rochman,10.1016/j.marpolbul.2016.07.006,115,Gerdes,2019,Danio,costatum,Plant,Early,invitro,sediment,N,N,PUR,N,NH2,fragment,4,0.0000255,1,0.075,Lab,Marine,N,N,104,6200000000,400000000000,10,62.5,0.099,0.00012,25000000,35000000,0.05,500,5,0.3,93000000,pyrene,18.9,co.exp,47,N,fitness,detoxification,tlr.mrnaexpression,coelomocytes,subcell,Clear,3,20,N,N,N,lab,N,N,N,N,N,N,N,1,2.01703333929878,Y,10,Macroalgae NA,Bacterium
"Rochman,Jacob",10.1016/j.marpolbul.2016.12.027,116,Goncalves,2020,Daphnia,crassirostris,Rotifera,Juveniles,invivo,water,Y,Y,PVC,Y,SO3,sphere,5,0.00003,3,0.1,Mesocosm,Terrestrial,Y,Y,105.11,12000000000,800000000000,12.5,125,100,0.00035,25000000,35000000,0.074,2600,10,0.4,232500000,triclosan,28.4,sorbed,48,Y,immune,development,tnfa.mrnaexpression,digestive.tract,tissue,Unclear,4,24,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,1.09691001300806,2.02164403608744,N,12.5,Microalgae NA,Cnidaria
Jacob,10.1016/j.marpolbul.2017.06.078,117,Gray.Weinstein,2008,Diatoms,damicornis,Algae,Adult,invitro,food,N,N,BIO,n,COOH,cube,1,0.00004,0,0.106,Field,Freshwater,N,N,110,21000,34000,13,250,300,3333.3333333333,25000000,35000000,0.2,2610,0.5,4,94,bap,0.0002,co.exp,50,N,metabolism,digestion,tnfsf13b.mrnaexpression,embryo,cell,Clear,5,1,N,N,N,commercial,N,N,N,N,N,N,N,1.11394335230684,2.04139268515822,Y,13,Microcystis flos-aquae,Crustacea
Koelmans,10.1016/j.marpolbul.2017.10.072,118,Green,2010,Dicentrachus,diversicolor,Annelida,Early,invivo,maternal.transfer,Y,Y,EVA,N,NH2,fiber,2,0.000041,0.00031,0.138,Lab,Marine,Y,Y,112,43000,68000,14,500,500,40000,25000000,35000000,0.5,5200,1,10,940,bpa,0.001,sorbed,56,Y,microbiome,digestive.enzymes,total.distance.traveled,gall.bladder,organism,Unclear,6,2,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,1.14612803567824,2.04921802267018,N,14,Montastraea cavernosa,Echinoderm
"Koelmans,Jacob",10.1016/j.marpolbul.2018.02.039,119,Greven,2011,Dicentrarchus,dubia,Bacterium,Juveniles,invitro,sediment,N,N,LTX,Y,SO3,fragment,3,0.000042,0.0004,0.15,Mesocosm,Terrestrial,N,N,130,85000,130000,16,1000,496000,100000000,25000000,35000000,0.74,5220,5,30,2350,cefalexin,0.002,co.exp,60,N,stress,digestive.tract.histo,tp53.con,gills,population,Clear,7,3,N,N,N,N,N,N,N,N,N,N,N,1.20411998265592,2.11394335230684,Y,16,Multiple NA,Fish
"Koelmans,Rochman",10.1016/j.marpolbul.2018.03.016,120,Guven,2012,Dreissena,duebeni,Cnidaria,Adult,invivo,water,Y,Y,PA,n,COOH,sphere,4,0.00005,0.001,0.18,Field,Freshwater,Y,Y,194,170000,270000,20,1250,1084000,1000000000,25000000,35000000,1,156700,10,70,110000,chromium,0.01,sorbed,61,Y,alimentary.excretory,diversity,tp53.mrnaexpression,gonad,subcell,Unclear,10,4,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,1.30102999566398,2.28780172993023,N,20,Mytilus edulis,Insect
"Koelmans,Rochman,Jacob",10.1016/j.marpolbul.2018.07.067,121,Haghi,2013,Dunaliella,edulis,Crustacea,Early,invitro,food,N,N,PC,N,NH2,cube,5,0.000051,0.0014,0.212,Lab,Marine,N,N,200,340000,540000,25,2500,0.0009,0.000012,25000000,35000000,2,261200,0.5,0.01,2400000,copper,0.016,co.exp,69,N,behavioral.sense.neuro,feeding,tph2.mrnaexpression,granulocyte,tissue,Clear,1,5,N,N,N,lab,N,N,N,N,N,N,N,1.39794000867204,2.30102999566398,Y,25,Mytilus galloprovincialis,Mollusca
Rochman,10.1016/j.marpolbul.2019.110627,122,Hamer,2014,Echinogammarus,elegans,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PE,Y,SO3,fiber,1,0.000052,0.002,0.25,Mesocosm,Terrestrial,Y,Y,270,680000,1100000,30,5000,0.009,0.00002,25000000,35000000,3.8,365700,1,0.1,9300000,ee2,0.02,sorbed,72,Y,circulatory.respiratory,firmicutes,tricellulin.mrnaexpression,haemocytes,cell,Unclear,2,6,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,1.47712125471966,2.43136376415899,N,30,Mytilus NA,Nematoda
"Rochman,Jacob",10.1016/j.scitotenv.2014.06.051,123,Hankins,2015,Eisenia,emarginata,Fish,Adult,invitro,sediment,N,N,PET,n,COOH,fragment,2,0.000053,0.0025,0.3,Field,Freshwater,N,N,290,39000000,25000000000,31,10000,0.099,0.00012,25000000,35000000,5,522400,5,0.3,24000000,mercury,0.020225,co.exp,78,N,community,gall.bladder.histo,triglyceride.cholesterol.ratio,haemolymph,organism,Clear,3,7,N,N,N,commercial,N,N,N,N,N,N,N,1.49136169383427,2.46239799789896,Y,31,Mytilus spp,Plant
Jacob,10.1016/j.scitotenv.2017.01.156,124,Heindler,2016,Ennucula,faveolata,Insect,Early,invivo,water,Y,Y,PI,N,NH2,sphere,3,0.000055,0.004,0.31,Lab,Marine,Y,Y,300,78000000,50000000000,32,20000,100,0.00035,25000000,35000000,7,1044800,10,0.4,60000000,nickel,0.04,sorbed,90,Y,fitness,gen.metabolism,triglycerides.con,head,population,Unclear,4,8,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,1.50514997831991,2.47712125471966,N,32,NA NA,Rotifera
Koelmans,10.1016/j.scitotenv.2017.07.144,125,Imhof.Laforsch,2017,Eriocheir,finmarchicus,Mollusca,Juveniles,invitro,food,N,N,PLA,Y,SO3,cube,4,0.00007,0.00464,0.3107,Mesocosm,Terrestrial,N,N,320,1600000000,100000000000,40,50000,300,3333.3333333333,25000000,35000000,7.4,26800000,0.5,4,93000000,nonylphenol,0.08,co.exp,95,N,immune,gill.histo,tro.rc,head.kidney.leuk,subcell,Clear,5,9,N,N,N,N,N,N,N,N,N,N,N,1.60205999132796,2.50514997831991,Y,40,Nephrops norvegicus,(Missing)
"Koelmans,Jacob",10.1016/j.scitotenv.2017.10.020,126,Jabeen,2018,Gammarus,flos-aquae,Nematoda,Adult,invivo,maternal.transfer,Y,Y,PMMA,n,COOH,fiber,5,0.0000963,0.005,0.316,Field,Freshwater,Y,Y,333.3333333333,3100000000,200000000000,44,70000,500,40000,25000000,35000000,28,500,1,10,232500000,paraquat,0.1,sorbed,114,Y,metabolism,gonad.histo,trypsin.activity,heart,tissue,Unclear,6,10,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,1.64345267648619,2.52287874528029,N,44,Nitocra spinipes,Algae
"Koelmans,Rochman",10.1016/j.scitotenv.2017.10.021,127,Jaikumar,2019,Halomonas,fluminea,Plant,Early,invitro,sediment,N,N,PP,N,NH2,fragment,1,0.0001,0.006,0.35,Lab,Marine,N,N,339,6200000000,400000000000,50,100000,496000,100000000,25000000,35000000,45,2600,5,30,94,pbde47,0.126,co.exp,168,N,microbiome,growth,tumor.promotion,hyalinocyte,cell,Clear,7,11,N,N,N,lab,N,N,N,N,N,N,N,1.69897000433602,2.53019969820308,Y,50,Oncorhynchus mykiss,Annelida
"Koelmans,Rochman,Jacob",10.1016/j.scitotenv.2017.11.103,128,Jemec,2020,Hediste,fossarum,Rotifera,Juveniles,invivo,water,Y,Y,PS,Y,SO3,sphere,2,0.000159,0.00656,0.3545,Mesocosm,Terrestrial,Y,Y,376.04,12000000000,800000000000,60,200000,1084000,1000000000,25000000,35000000,60,2610,10,70,940,pcb,0.16,sorbed,450,Y,stress,immune.cells,ucp1.mrnaexpression,jaw,organism,Unclear,10,12,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,1.77815125038364,2.57523404401093,N,60,Orbicella faveolata,Bacterium
Rochman,10.1016/j.scitotenv.2018.03.075,129,JemecKokalj,2008,Heliopora,franciscana ,Algae,Adult,invitro,food,N,N,PUR,n,COOH,cube,3,0.00018,0.008,0.35856,Field,Freshwater,N,N,400,21000,34000,63,280000,0.0009,0.000012,25000000,35000000,0.005,5200,0.5,0.01,2350,phenanthrene,0.2,co.exp,0.02,N,alimentary.excretory,immune.other,ugst.mrnaexpression,kidney,population,Clear,1,15,N,N,N,commercial,N,N,N,N,N,N,N,1.79934054945358,2.60205999132796,Y,63,Oreochromis niloticus,Cnidaria
"Rochman,Jacob",10.1016/j.scitotenv.2018.03.176,130,Jeong,2010,Heterocapsa,fulvus,Annelida,Early,invivo,maternal.transfer,Y,Y,PVC,N,NH2,fiber,4,0.0002,0.0087,0.4,Lab,Marine,Y,Y,480,43000,68000,70,300000,0.009,0.00002,25000000,35000000,0.02,5220,1,0.1,110000,pyrene,0.252,sorbed,0.03,Y,behavioral.sense.neuro,intestinal.permeability,uricacid.con,kidney.neutrophil,subcell,Unclear,2,20,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,1.84509804001426,2.68124123737559,N,70,Oryzias latipes,Crustacea
Jacob,10.1016/j.scitotenv.2018.06.141,131,Jin,2011,Hyalella,galeata,Bacterium,Juveniles,invitro,sediment,N,N,BIO,Y,SO3,fragment,5,0.0004,0.01,0.41,Mesocosm,Terrestrial,N,N,500,85000,130000,75,400000,0.099,0.00012,25000000,35000000,0.05,156700,5,0.3,2400000,triclosan,0.32,co.exp,0.04,N,circulatory.respiratory,kidney.histo,viserosomatic.index,leaf,tissue,Clear,3,24,N,N,N,N,N,N,N,N,N,N,N,1.8750612633917,2.69897000433602,Y,75,Oryzias melastigma,Echinoderm
