"DOI","Authors","Publication Year","Species","Life Stage","Size Category","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Concentration (Particles/mL)","Concentration (µg/mL)","Effect Detected?"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Fitness","Development","Abnormality Occurrence",10,2.3e-10,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Circulatory, Respiratory","Circulatory","Pericardial Area",0.1,2.3e-12,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Circulatory, Respiratory","Circulatory","Pericardial Area",1,2.3e-11,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Circulatory, Respiratory","Circulatory","Pericardial Area",10,2.3e-10,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Circulatory, Respiratory","Circulatory","Heart Rate",0.1,2.3e-12,"Yes"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Circulatory, Respiratory","Circulatory","Heart Rate",1,2.3e-11,"Yes"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Circulatory, Respiratory","Circulatory","Heart Rate",10,2.3e-10,"Yes"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Behavioral, Sensory, Neurological","Locomotion","Light/Dark Activity",0.1,2.3e-12,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Behavioral, Sensory, Neurological","Locomotion","Light/Dark Activity",1,2.3e-11,"Yes"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Behavioral, Sensory, Neurological","Locomotion","Light/Dark Activity",10,2.3e-10,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Circulatory, Respiratory","Respiration","Oxygen Consumption",0.1,2.3e-12,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Circulatory, Respiratory","Respiration","Oxygen Consumption",1,2.3e-11,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Circulatory, Respiratory","Respiration","Oxygen Consumption",10,2.3e-10,"No"
"10.1016/j.scitotenv.2019.01.245","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",0.73,0.05,"Yes"
"10.1016/j.scitotenv.2019.01.245","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",7.3,0.5,"Yes"
"10.1016/j.scitotenv.2019.01.245","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",0.73,0.05,"Yes"
"10.1016/j.scitotenv.2019.01.245","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",7.3,0.5,"Yes"
"10.1016/j.scitotenv.2019.01.245","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",0.73,0.05,"Yes"
"10.1016/j.scitotenv.2019.01.245","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",7.3,0.5,"Yes"
"10.1016/j.scitotenv.2019.01.245","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Alimentary, Excretory","Intestinal Permeability","Diamine Oxidase Activity",0.73,0.05,"Yes"
"10.1016/j.scitotenv.2019.01.245","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Alimentary, Excretory","Intestinal Permeability","Diamine Oxidase Activity",7.3,0.5,"Yes"
"10.1016/j.scitotenv.2019.01.245","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Alimentary, Excretory","Intestinal Permeability","DLac Activity",0.73,0.05,"Yes"
"10.1016/j.scitotenv.2019.01.245","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Alimentary, Excretory","Intestinal Permeability","DLac Activity",7.3,0.5,"Yes"
"10.1016/j.scitotenv.2019.01.245","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Diversity","Diversity",0.73,0.05,"Yes"
"10.1016/j.scitotenv.2019.01.245","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Diversity","Diversity",7.3,0.5,"Yes"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Mortality","Mortality",7.751143429,4.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Mortality","Mortality",7.751143429,4.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Behavioral, Sensory, Neurological","Feeding","Clearance Rate",7.751143429,4.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Behavioral, Sensory, Neurological","Feeding","Clearance Rate",7.751143429,4.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Reproduction","vtg protein expression",7.751143429,4.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Reproduction","vtg protein expression",7.751143429,4.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Metabolism","Detoxification","cyp450 mRNA expression",7.751143429,4.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Metabolism","Detoxification","cyp450 mRNA expression",7.751143429,4.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",7.751143429,4.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",7.751143429,4.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Mortality","Mortality",6.224271136,3.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Mortality","Mortality",6.224271136,3.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Behavioral, Sensory, Neurological","Feeding","Clearance Rate",6.224271136,3.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Behavioral, Sensory, Neurological","Feeding","Clearance Rate",6.224271136,3.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Reproduction","vtg protein expression",6.224271136,3.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Reproduction","vtg protein expression",6.224271136,3.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Metabolism","Detoxification","cyp450 mRNA expression",6.224271136,3.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Metabolism","Detoxification","cyp450 mRNA expression",6.224271136,3.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",6.224271136,3.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",6.224271136,3.2,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Mortality","Mortality",5.23217949,4.1,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Mortality","Mortality",5.23217949,4.1,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Behavioral, Sensory, Neurological","Feeding","Clearance Rate",5.23217949,4.1,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Behavioral, Sensory, Neurological","Feeding","Clearance Rate",5.23217949,4.1,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Reproduction","vtg protein expression",5.23217949,4.1,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Reproduction","vtg protein expression",5.23217949,4.1,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Metabolism","Detoxification","cyp450 mRNA expression",5.23217949,4.1,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Metabolism","Detoxification","cyp450 mRNA expression",5.23217949,4.1,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",5.23217949,4.1,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",5.23217949,4.1,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Mortality","Mortality",3.915515587,2.8,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Mortality","Mortality",3.915515587,2.8,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Behavioral, Sensory, Neurological","Feeding","Clearance Rate",3.915515587,2.8,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Behavioral, Sensory, Neurological","Feeding","Clearance Rate",3.915515587,2.8,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Reproduction","vtg protein expression",3.915515587,2.8,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Fitness","Reproduction","vtg protein expression",3.915515587,2.8,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Metabolism","Detoxification","cyp450 mRNA expression",3.915515587,2.8,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Metabolism","Detoxification","cyp450 mRNA expression",3.915515587,2.8,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",3.915515587,2.8,"No"
"10.1371/journal.pone.0187664","Rochman",2017,"Corbicula fluminea","Adult","100µm < 1mm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",3.915515587,2.8,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Immune","Immune Cells","Granulocyte to Hyalinocyte Ratio",7.3e+09,0.5,"Yes"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Immune","Immune Cells","Granulocyte to Hyalinocyte Ratio",7.3e+09,0.5,"Yes"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",7.3e+09,0.5,"Yes"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",7.3e+09,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",7.3e+09,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",7.3e+09,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Metabolism","Oxidative Stress","Lipid Peroxidation",7.3e+09,0.5,"Yes"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Metabolism","Oxidative Stress","Lipid Peroxidation",7.3e+09,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Metabolism","Oxidative Stress","Lipid Peroxidation",7.3e+09,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Metabolism","Oxidative Stress","Lipid Peroxidation",7.3e+09,0.5,"Yes"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Metabolism","Oxidative Stress","Micronuclei Frequency",7.3e+09,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Metabolism","Oxidative Stress","Micronuclei Frequency",7.3e+09,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Metabolism","Oxidative Stress","DNA Damage",7.3e+09,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1nm < 100nm","Metabolism","Oxidative Stress","Lysosomal Membrane Stability",7.3e+09,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Immune","Immune Cells","Granulocyte to Hyalinocyte Ratio",114,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Immune","Immune Cells","Granulocyte to Hyalinocyte Ratio",114,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",114,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",114,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",114,0.5,"Yes"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",114,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",114,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",114,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",114,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",114,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Micronuclei Frequency",114,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Micronuclei Frequency",114,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","DNA Damage",114,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lysosomal Membrane Stability",114,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Immune","Immune Cells","Granulocyte to Hyalinocyte Ratio",186,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Immune","Immune Cells","Granulocyte to Hyalinocyte Ratio",186,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",186,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",186,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",186,0.5,"Yes"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",186,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",186,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",186,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",186,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",186,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Micronuclei Frequency",186,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Micronuclei Frequency",186,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","DNA Damage",186,0.5,"No"
"doi.org/10.1016/j.marpolbul.2020.111552","Cole",2020,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lysosomal Membrane Stability",186,0.5,"No"
"doi.org/10.1007/s00128-019-02587-0","Jacob",2019,"Acanthurus triostegus","Early","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Foraging Activity",4.77,1.993185384,"No"
"doi.org/10.1007/s00128-019-02587-0","Jacob",2019,"Acanthurus triostegus","Early","1µm < 100µm","Behavioral, Sensory, Neurological","Boldness","Predation Risk",4.77,1.993185384,"No"
"doi.org/10.1016/j.heliyon.2019.e03103","Maes",2019,"Crassostrea gigas","Juvenile","1µm < 100µm","Fitness","Body Condition","Condition Index",10,0.001210141,"No"
"doi.org/10.1016/j.heliyon.2019.e03103","Maes",2019,"Crassostrea gigas","Juvenile","1µm < 100µm","Fitness","Body Condition","Condition Index",100,0.012101415,"No"
"doi.org/10.1016/j.heliyon.2019.e03103","Maes",2019,"Crassostrea gigas","Juvenile","1µm < 100µm","Fitness","Body Condition","Condition Index",1000,0.121014149,"No"
"doi.org/10.1016/j.heliyon.2019.e03103","Maes",2019,"Crassostrea gigas","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lysosomal Membrane Stability",10,0.001210141,"No"
"doi.org/10.1016/j.heliyon.2019.e03103","Maes",2019,"Crassostrea gigas","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lysosomal Membrane Stability",100,0.012101415,"No"
"doi.org/10.1016/j.heliyon.2019.e03103","Maes",2019,"Crassostrea gigas","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lysosomal Membrane Stability",1000,0.121014149,"No"
